Unfairness weight,Local cost weight,Global cost weight
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9
0.0,0.09999999999999999,0.9

