Unfairness weight,Local cost weight,Global cost weight
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5

Unfairness weight,Local cost weight,Global cost weight
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5
0.0,0.5,0.5

